"Artist_01","Artist_02"
"KO KO FJ","Queen"
"Afro B","Stray Kids"
"D’Prince","Junior Reid"
"Luis Fonsi","Nightwish"
"Kizz Daniel","Maciré Sylla"
"Carole King","Depeche Mode"
"RXKNephew","Stevie Wonder"
"Julio Iglesias","Master KG"
"Merzbow","Sash!"
"HOP-VI","JAY‐Z"
"Dionne Warwick","Lana Del Rey"
"Magnate & Valentino","Thalía"
"Sheylex Marvin","The Drifters"
"Eros Ramazzotti","Willie Nelson"
"Above & Beyond","Michael Jackson"
"Bunbury","Yemi Alade"
"Buckethead","The Who"
"Agathocles","Camila Cabello"
"Juan Gabriel","Kendrick Lamar"
"Buckethead","Mugeez"
"Diana Ross","Usher"
"Eddy Kenzo","Eric Clapton"
"Justin Bieber","SEVENTEEN"
"The Residents","lamarcrescendo"
"Chief Keef","R.E.M."
"Bob Dylan","Tangerine Dream"
"J. Cole","John Lee Hooker"
"2 Unlimited","J Balvin"
"Dean Martin","Wiztom"
"Elis Regina","Sam Cooke"
"N.O.R.E.","Waka Flocka Flame"
"Carole King","New Order"
"BoA","Post Malone"
"Maciré Sylla","Zion & Lennox"
"Brymo","The Mountain Goats"
"Lightnin’ Hopkins","Nine Inch Nails"
"King Promise","The Who"
"Charly Lownoise & Mental Theo","Nine Inch Nails"
"Aretha Franklin","Wiztom"
"Da Great","Daddy Yankee"
"50 Cent","Nanky"
"B.B. King","J. Cole"
"Imagine Dragons","The Fall"
"Arca","Dr kells"
"Janet Jackson","Marvin Gaye"
"Hip-Hop","Radiohead"
"Bunbury","Emmylou Harris"
"2 Unlimited","Swishahouse"
"Morrissey","The Chainsmokers"
"Diplo","Doja Cat"
"Big Hop","H.O.P."
"J. Cole","MK"
"Kizz Daniel","Kool & the Gang"
"Dean Martin","Stevie Wonder"
"Merle Haggard","Sean Paul"
"Blaq Major","Charly Lownoise & Mental Theo"
"Becca","Perry Como"
"Beck","Sash!"
"Fryderyk Chopin","Rubén Blades"
"Jim Reeves","Pixies"
"BTS","Lil Uzi Vert"
"Arcángel","Carl Perkins"
"Petey Hop","Prince"
"Bob Marley & The Wailers","Zedd"
"Chyco Siméon","Magic Juan"
"Billie Eilish","Nina Simone"
"Hop Along","SEVENTEEN"
"Jowell & Randy","Tennessee Ernie Ford"
"Brymo","Saxon"
"J. Cole","Usher"
"Dean Martin","Paulina Rubio"
"Hop Trop","Mo Kogun"
"Noisia","Pearl Jam"
"Big Hop","Maphya"
"Emmylou Harris","Ladysmith Black Mambazo"
"Pink Floyd","The Kinks"
"G‐Eazy","Nirvana"
"Hop Along","Nirvana"
"Shawn Mendes","The Isley Brothers"
"Farruko","Yandel"
"Juicy J","Taylor Swift"
"Billie Eilish","Praga Khan"
"Arca","lamarcrescendo"
"Américo Gomes","Don Omar"
"CHXPO","Hank Snow"
"Ella Fitzgerald","Migos"
"Dream Theater","Justin Bieber"
"Morrissey","Mylène Farmer"
"Tangerine Dream","The Beach Boys"
"Miguel Bosé","Rush"
"SD The God","川井憲次"
"Underground Hop","Waka Flocka Flame"
"Marilyn Manson","Pink Floyd"
"Ed Sheeran","川井憲次"
"Burna Boy","Hop Stamina"
"Hop Hop Hop Crew","Tayc"
"KAROL G","MC Ceja"
"Diplo","Jovanotti"
"Dr kells","Kollegah"
"Jessie J","かめりあ"
"Coldplay","Guided by Voices"
"Iggy Azalea","Whitney Houston"
"J Balvin","Pérez Prado"
"John Dahlbäck","Travis Scott"
"Bobby Bare","Chris Brown"
"Cypress Hill","Rihanna"
"J. Cole","Whigfield"
"Carl Perkins","Genesis"
"Kacey Musgraves","Michael Jackson"
"José José","R.E.M."
"K.C Nathan","The Drifters"
"Eric Clapton","Wilco"
"Rammstein","Winner Boy"
"David Bowie","Kanye West"
"Brymo","Miguelito"
"Elvis Presley","Magic Juan"
"D’Prince","Usher"
"Imagine Dragons","Lil Durk"
"Billie Eilish","Wasteland Hop"
"Ace of Base","The Supremes"
"Moby","The Smiths"
"Martin Solveig","Reekado Banks"
"Cypress Hill","Rx Papi"
"twenty one pilots","倖田來未"
"Magic Juan","Phats & Small"
"Celia Cruz","Lass"
"Grateful Dead","Lass"
"Wande Coal","Weyinmi"
"Hop Trop","植松伸夫"
"Jeezy","Master KG"
"Angélique Kidjo","Maphya"
"Migos","deadmau5"
"Bob Wills and His Texas Playboys","Luke Combs"
"Björk","Wiztom"
"Rush","Tiwa Savage"
"Dionne Warwick","Ze Hop"
"KAROL G","Viper"
"ABBA","Tiwa Savage"
"Beastie Boys","Scorpions"
"Doja Cat","Lightnin’ Hopkins"
"J King & Maximan","Johnny Cash"
"Kylie Minogue","Sam Cooke"
"Chet Atkins","Daryl Hall & John Oates"
"Burna Boy","Jennifer Lopez"
"Kid Cudi","倖田來未"
"Baden Powell","Waka Flocka Flame"
"2 Unlimited","Angélique Kidjo"
"Ife Alaba","J Balvin"
"Alexis & Fido","LUCKI"
"Lloyd Banks","Tina Turner"
"Camila Cabello","Mariah Carey"
"Banky W","Morrissey"
"Los Tigres del Norte","Nine Inch Nails"
"Banky W","Stray Kids"
"El Alfa","QWECi"
"Britney Spears","Van Morrison"
"CKay","Rush"
"Aerosmith","Ariana Grande"
"Rema","Roy Orbison"
"Aya Nakamura","Dolly Parton"
"José Alfredo Jiménez","MC Ceja"
"Hop","Sheylex Marvin"
"Rush","Van Morrison"
"Al Green","倖田來未"
"Angélique Kidjo","Arcángel"
"Chyco Siméon","Libianca"
"Da Great","J Álvarez"
"Eros Ramazzotti","Guns N’ Roses"
"Ife Alaba","Swishahouse"
"Eddy Kenzo","Tempo"
"David Bowie","Dr kells"
"Savant","The Rolling Stones"
"Cappella","Tekno Miles"
"BoA","Nina Simone"
"Pearl Jam","Waka Flocka Flame"
"Mullar Audible TLP","Zion & Lennox"
"Don Omar","SZA"
"Ladysmith Black Mambazo","S3RL"
"Hop Louie","Peggy Lee"
"Dream Theater","Wasteland Hop"
"Eric Clapton","Juan Gabriel"
"Radiohead","Slimmz"
"Little Richard","Ze Hop"
"Becca","Viper"
"La Sonora Dinamita","Maciré Sylla"
"Daddy Yankee","Tems"
"Gucci Mane","Hungria Hip-Hop"
"Joe Pass","Magnate & Valentino"
"Neil Young","Wiztom"
"Katy Perry","Martin Solveig"
"Ed Sheeran","Stray Kids"
"Billie Eilish","The Jacksons"
"Hop Out","IOSYS"
"Billie Holiday","Money Boy"
"Alex Zurdo","Ife Alaba"
"HOP-VI","Specialist"
"Billie Eilish","Specialist"
"Dusty Springfield","Hop Hop Hop Crew"
"Cardi B","Zaytoven"
"Bob Dylan","deadmau5"
"Arcángel","Kacey Musgraves"
"Al Green","Master KG"
"Pet Shop Boys","YoungBoy Never Broke Again"
"Nicky Jam","RXKNephew"
"Iron Maiden","Lana Del Rey"
"I-Hop","Lil Uzi Vert"
"Hop","Kanika"
"Emmylou Harris","Robb Bank$"
"HOP-VI","TWICE"
"Miguelito","S3RL"
"Lana Del Rey","Paramore"
"BLACKPINK","RKM & Ken‐Y"
"Jerry Lee Lewis","The Smashing Pumpkins"
"Roy Orbison","YoungBoy Never Broke Again"
"Juls","Tina Turner"
"Morrissey","The Jacksons"
"Al Green","Junior Reid"
"Nanky","QWECi"
"Kizz Daniel","Tame Impala"
"Oasis","Pixies"
"Megadeth","Ze Hop"
"Gucci Mane","Various Artists"
"Mariah Carey","Trébol Clan"
"Kollegah","Zedd"
"Bruce Springsteen","Pérez Prado"
"Nicky Jam","Swishahouse"
"AC/DC","Luigi Boccherini"
"Hop Trop","Latin Fresh"
"Oasis","Winner Boy"
"Rocío Dúrcal","The Chainsmokers"
"Future","Zion & Lennox"
"Bing Crosby","HOP CLUB"
"Ella Fitzgerald","L king"
"Jax Jones","The Platters"
"Don Omar","Jimi Hendrix"
"Nanky","Tego Calderón"
"Asake","Beyoncé"
"The Chainsmokers","Timaya"
"El Alfa","Ivy Queen"
"Alicia Keys","The HOP"
"Doja Cat","Lola Beltrán"
"2Baba","Agathocles"
"Miguelito","Neil Young"
"Shakira","Yemi Alade"
"Led Zeppelin","SEVENTEEN"
"Banky W","Joe Pass"
"Black Sabbath","H.O.P."
"The Weeknd","Underground Hop"
"Billie Holiday","Sonny Rollins"
"Camila Cabello","Chyco Siméon"
"K.C Nathan","Record Hop"
"Alice Cooper","Anitta"
"ARTY","QWECi"
"Buckethead","The Mountain Goats"
"Baby Rasta & Gringo","Tim Devine"
"Lady Gaga","Lola Beltrán"
"Frank Sinatra","Hank Williams"
"Fireboy DML","Lil Uzi Vert"
"HOP-VI","House of Prayers"
"Mullar Audible TLP","Tempo"
"Linkin Park","Vivi Ndaya"
"Perry Como","Tego Calderón"
"H.O.P.","Zion & Lennox"
"Beck","Travis Scott"
"G‐Eazy","Maciré Sylla"
"Cypress Hill","Hip Hop Kclan"
"Muse","The E Street Band"
"2Pac","Jeezy"
"Charly Lownoise & Mental Theo","Skrillex"
"The Platters","Ze Hop"
"Jean‐Michel Jarre","Phish"
"Lorentz Hop","The Kinks"
"Hop Along","Tego Calderón"
"Fryderyk Chopin","Kanye West"
"Ado","Wande Coal"
"Arctic Monkeys","Winner Boy"
"Maluma","Miguelito"
"Motörhead","Nkosazana Daughter"
"Bob Dylan","The Cure"
"Mariah Carey","かめりあ"
"Maluma","Teni"
"Celia Cruz","T.I."
"Tayc","The Temptations"
"Johann Sebastian Bach","lamarcrescendo"
"Hop Stamina","Radiohead"
"Diplo","RXKNephew"
"Björk","HOP BOX"
"DJ BoBo","Wasteland Hop"
"Camila Cabello","Tim Devine"
"Becca","Guns N’ Roses"
"Lady Gaga","Nick Skitz"
"J Balvin","Matt Fax"
"T.I.","Travis Scott"
"Baden Powell","鷺巣詩郎"
"Neil Young","Sean Paul"
"Ace of Base","Ariana Grande"
"BAD HOP","The Smashing Pumpkins"
"David Bowie","SEVENTEEN"
"Jerry Lee Lewis","Madonna"
"L king","Rage Against the Machine"
"H.E.R.","The Jacksons"
"Pérez Prado","Wisin & Yandel"
"Erasure","Tryt"
"Alex Zurdo","Lady Gaga"
"2Pac","The Everly Brothers"
"Arcángel","Blaq Major"
"Rihanna","Wasteland Hop"
"JAY‐Z","Rage Against the Machine"
"Dolly Parton","Imagine Dragons"
"Aretha Franklin","Cardi B"
"Carl Perkins","Jessie J"
"Alexis & Fido","Yandel"
"Scorpions","Tempo"
"KISS","New Order"
"Bruce Springsteen","Hop Along"
"Kanika","Rocío Dúrcal"
"Bing Crosby","Olamide"
"Daddy Yankee","Diverje"
"Kanye West","Shakira"
"Bob Wills and His Texas Playboys","Zaytoven"
"Kendrick Lamar","Lola Beltrán"
"Lightnin’ Hopkins","The Chainsmokers"
"Calvin Harris","Enrique Iglesias"
"Banky W","José José"
"Deep Purple","Nanky"
"Mo Kogun","Wasteland Hop"
"Brymo","Queen"
"Iggy Azalea","Tego Calderón"
"Carpenters","Roy Orbison"
"D Bizzc","The Jacksons"
"Beastie Boys","Peter Gabriel"
"2Pac","Madonna"
"Sash!","Swishahouse"
"Ariana Grande","Ray Charles"
"JAY‐Z","Kraftwerk"
"L king","Record Hop"
"Agathocles","Anitta"
"Janet Jackson","Kenny Rogers"
"Frank Sinatra","Sheylex Marvin"
"Baby Rasta & Gringo","Wisin & Yandel"
"Ennio Morricone","Nick Skitz"
"Merle Haggard","Metallica"
"José Feliciano","Weyinmi"
"Ricky Martin","Victony"
"Stonebwoy","The Who"
"JAY‐Z","Vico C"
"Dionne Warwick","Migos"
"Buckethead","H.O.P."
"KiDi","Nat King Cole"
"Earth, Wind & Fire","The Chainsmokers"
"Asake","Marco V"
"Miguel Bosé","Winner Boy"
"The Fall","Z‐Ro"
"Agathocles","Erasure"
"Doja Cat","The Smiths"
"Andrew Bird","Becca"
"H.E.R.","Vivi Ndaya"
"Billie Jo Spears","Trip Hop"
"HOP-VI","Lil B"
"Def Leppard","Future"
"Anitta","Savant"
"Brint★Hop","Martin Solveig"
"Da Great","The Platters"
"Bone Thugs‐n‐Harmony","Erasure"
"Alexis & Fido","Billie Holiday"
"B.B. King","The Weeknd"
"Hop Along","The E Street Band"
"Astrud Gilberto","Ray Charles"
"BAD HOP","Noisia"
"Jeezy","Peggy Lee"
"Hop Louie","Stray Kids"
"Yandel","植松伸夫"
"Frank Sinatra","Kanika"
"Dusty Springfield","Mory Kanté"
"H.O.P.","SZA"
"Depeche Mode","Tryt"
"Linkin Park","Tammy Wynette"
"AC/DC","Post Malone"
"Luigi Boccherini","[unknown]"
"Jiminy Hop","Rammstein"
"Nanky","Pearl Jam"
"Hop-Frog","The Brighton Beat"
"King Promise","Maphya"
"Marilyn Manson","Swishahouse"
"Iggy Azalea","Jiminy Hop"
"Latin Fresh","Madonna"
"Marillion","Master KG"
"Asake","Slayer"
"Victony","Ze Hop"
"Becca","KAROL G"
"Nkosazana Daughter","Sam Cooke"
"Dream Theater","Taylor Swift"
"Nina Simone","Rocío Jurado"
"Mo Kogun","Specialist"
"2Pac","Astrud Gilberto"
"Jerry Lee Lewis","Nirvana"
"Underground Hop","Ye"
"Doja Cat","Muse"
"Mylène Farmer","Tori Amos"
"Bruce Springsteen","Junior Reid"
"Brint★Hop","Hungria Hip-Hop"
"Carole King","Queen"
"Britney Spears","Marilyn Manson"
"Carrie Underwood","Chris Brown"
"Juls","Ludacris"
"Winner Boy","Zion & Lennox"
"Bob Marley & The Wailers","Matt Fax"
"Hip-Hop","KISS"
"Hop","Thalía"
"Maluma","Perry Como"
"Bob Marley & The Wailers","Lost Frequencies"
"Daryl Hall & John Oates","House of Prayers"
"Asake","Yemi Alade"
"Swishahouse","Z‐Ro"
"Los Fabulosos Cadillacs","Vico C"
"KAROL G","KiDi"
"José José","Shania Twain"
"CKay","Yemi Alade"
"Dream Theater","Tammy Wynette"
"Ado","かめりあ"
"Hank Williams","Yaga & Mackie"
"The Supremes","Tito “El Bambino”"
"Diana Ross","Miguel Bosé"
"Beck","Miguel Bosé"
"Andrew Bird","Kygo"
"Lady Gaga","Prince"
"Faithless","Loudah100"
"Burna Boy","Chyco Siméon"
"Rush","Slayer"
"Kate Bush","Slimmz"
"Carly Simon","HOP-PAS"
"Elis Regina","Jennifer Lopez"
"Madonna","Nicky Jam"
"Hop Out","The Isley Brothers"
"Luis Fonsi","Wisin & Yandel"
"Nick Phoenix","Prince"
"DJ BoBo","Moon Hop"
"Bruce Springsteen","Kid Cudi"
"Baden Powell","Motörhead"
"Big Hop","Nightwish"
"Paramore","Prince"
"El Alfa","Eric Clapton"
"Ado","Azekel"
"Lynn Anderson","Swishahouse"
"Alice Cooper","Libianca"
"Pearl Jam","Prince"
"Al Green","Lynn Anderson"
"Doja Cat","Hop Along"
"Burna Boy","Heinäsirkka Hop"
"Lapsanova","Lil Uzi Vert"
"Dusty Springfield","Kanika"
"Lil Durk","Ray Charles"
"KISS","Merzbow"
"Nanky","P!nk"
"Charley Pride","Jimi Hendrix"
"Drake","Lost Frequencies"
"Arcángel","Elvis Presley"
"Dean Martin","WadeLen"
"Neil Young","The Jacksons"
"Whigfield","植松伸夫"
"Kraftwerk","Reekado Banks"
"Chuck Berry","J Balvin"
"Asake","KO KO FJ"
"9ice","Dinah Washington"
"Black Sabbath","Rihanna"
"Enrique Iglesias","Nicki Minaj"
"Petey Hop","Tame Impala"
"Emmylou Harris","YoungBoy Never Broke Again"
"Avicii","Wasteland Hop"
"Grateful Dead","Rocío Jurado"
"Antônio Carlos Jobim","Kanika"
"Astrud Gilberto","KiDi"
"Arcángel","lamarcrescendo"
"Aya Nakamura","Led Zeppelin"
"Blaq Major","Luke Combs"
"Taylor Swift","Thalía"
"J. Cole","Robb Bank$"
"Niniola","Slipknot"
"Faithless","Trip Hop"
"BTS","Judas Priest"
"Elliott Smith","Rihanna"
"The Beach Boys","Yaga & Mackie"
"Moby","Nkosazana Daughter"
"Rocío Dúrcal","Tryt"
"Erasure","MC Ceja"
"Daddy Yankee","YoungBoy Never Broke Again"
"Banky W","Led Zeppelin"
"Avicii","Zaytoven"
"Jazz Hop","SEVENTEEN"
"Matt Fax","Tempo"
"Bon Jovi","The Isley Brothers"
"Johnny Cash","Uriah Heep"
"Def Leppard","Lana Del Rey"
"Hip Hop Kclan","Niniola"
"Above & Beyond","Lost Frequencies"
"Johnny Cash","Yes"
"Farruko","Ángel & Khriz"
"Afro B","Specialist"
"Lil Wayne","Stevie Wonder"
"José Alfredo Jiménez","Sean Paul"
"Fats Domino","Kraftwerk"
"Billie Holiday","Madonna"
"J King & Maximan","TWICE"
"Frank Zappa","Paulina Rubio"
"Imagine Dragons","Kylie Minogue"
"Luis Fonsi","Tammy Wynette"
"HOP-PAS","Roy Orbison"
"Jowell & Randy","Slimmz"
"Eros Ramazzotti","Faith No More"
"Garry Mapanzure","植松伸夫"
"SD The God","The Chainsmokers"
"Billie Jo Spears","Grupo Niche"
"Chyco Siméon","Nkosazana Daughter"
"El Alfa","Morrissey"
"Andrew Bird","Depeche Mode"
"Lass","Phats & Small"
"Noisia","SpaceGhostPurrp"
"H.O.P.","Paulina Rubio"
"D’Prince","Miguel Bosé"
"Chet Atkins","Noisia"
"Electric Light Orchestra","Tame Impala"
"Dionne Warwick","Paulina Rubio"
"Nkosazana Daughter","川井憲次"
"The Isley Brothers","Tiwa Savage"
"Mory Kanté","Van Morrison"
"Daddy Yankee","Weyinmi"
"Elis Regina","Skrillex"
"Erasure","Rx Papi"
"Grateful Dead","Travis Scott"
"Charly Lownoise & Mental Theo","Merzbow"
"Cardi B","Willie Nelson"
"Fally Ipupa","Luis Fonsi"
"50 Cent","Hop Along"
"9ice","Ella Fitzgerald"
"Al Green","Sonny Rollins"
"Azekel","Rammstein"
"Elton John","SHINee"
"Junior Reid","YoungBoy Never Broke Again"
"Zaytoven","deadmau5"
"SEVENTEEN","The Residents"
"Tiwa Savage","Yemi Alade"
"James Brown","Tego Calderón"
"Ariana Grande","Vicente Fernández"
"Above & Beyond","Radiohead"
"Hop Along","Travis Scott"
"Buckethead","MC Ceja"
"Crayon","Jessie J"
"Tim Devine","Wiztom"
"ARTY","Mauro Picotto"
"Bone Thugs‐n‐Harmony","Britney Spears"
"Chet Atkins","Def Leppard"
"K.C Nathan","Pedro Infante"
"CHXPO","Chief Keef"
"ABBA","Chris Brown"
"Kollegah","Tiësto"
"Los Fabulosos Cadillacs","Mugeez"
"Diplo","Reekado Banks"
"Ladysmith Black Mambazo","Skrillex"
"Duran Duran","Kid Cudi"
"Buckethead","Marco V"
"Kollegah","Lost Frequencies"
"Chief Keef","Fally Ipupa"
"Björk","WadeLen"
"NewJeans","Tryt"
"2Baba","Rammstein"
"Kool & the Gang","Mariah Carey"
"Maluma","Winner Boy"
"HOP BOX","Maleek Berry"
"Bob Marley & The Wailers","Whigfield"
"Peter Gabriel","Tempo"
"Tiësto","Victony"
"Marillion","Sirch"
"Beyoncé","K.C Nathan"
"Beyoncé","HOP-PAS"
"HOP BOX","Pink Floyd"
"Future","HOP BOX"
"Savant","Shakira"
"Alicia Keys","Kingsmart"
"La Sonora Dinamita","Nine Inch Nails"
"HOP-VI","Kollegah"
"The Mountain Goats","Zion & Lennox"
"S3RL","Yandel"
"Elis Regina","The Chainsmokers"
"Asake","KAROL G"
"Chet Atkins","Katy Perry"
"Britney Spears","HOP-VI"
"Frank Sinatra","Thalía"
"Hop Along","The Fall"
"King Promise","Morrissey"
"Jennifer Lopez","Mory Kanté"
"Z‐Ro","鷺巣詩郎"
"Shania Twain","Wande Coal"
"Big Hop","JAY‐Z"
"L king","Mariah Carey"
"Perry Como","The Drifters"
"La Sonora Dinamita","Petey Hop"
"Antônio Carlos Jobim","James Brown"
"Marco V","Santana"
"Phats & Small","Shania Twain"
"Dusty Springfield","Johnny Mathis"
"Dua Lipa","Mory Kanté"
"John Lee Hooker","Lloyd Banks"
"Slayer","The Smashing Pumpkins"
"Frank Zappa","HOP BOX"
"Nirvana","Uriah Heep"
"Beck","Oasis"
"Brint★Hop","Faithless"
"Bunbury","Gucci Mane"
"Alex Zurdo","QWECi"
"Dinah Washington","Maluma"
"D Bizzc","Willie Nelson"
"José José","Lola Beltrán"
"2Pac","QWECi"
"Imagine Dragons","Merzbow"
"Metallica","Oasis"
"Calvin Harris","Fireboy DML"
"Nat King Cole","Nicki Minaj"
"CHXPO","Nkosazana Daughter"
"Queen","The Fall"
"9ice","Rocío Jurado"
"Bob Wills and His Texas Playboys","Don Omar"
"Hop Louie","Paulina Rubio"
"Bon Jovi","Guided by Voices"
"Aerosmith","Prince"
"Kylie Minogue","The Who"
"Blaq Major","New Order"
"Luke Combs","Wilco"
"Jim Reeves","Slimmz"
"Lass","YoungBoy Never Broke Again"
"Nina Simone","Vico C"
"DJ BoBo","Willie Nelson"
"Shania Twain","The Weeknd"
"The Fall","The Rolling Stones"
"Elton John","Nanky"
"Metro Boomin","Pet Shop Boys"
"Carole King","HOP-VI"
"Santana","SpaceGhostPurrp"
"Julio Iglesias","Timaya"
"Carrie Underwood","Lapsanova"
"Frank Zappa","The Rolling Stones"
"Doja Cat","La Sonora Dinamita"
"Juan Gabriel","Praga Khan"
"Foo Fighters","Lass"
"LUCKI","Nick Skitz"
"Ife Alaba","Martin Solveig"
"Lynn Anderson","Tayc"
"Kacey Musgraves","The Weeknd"
"Afro B","Waylon Jennings"
"The Supremes","Weyinmi"
"Money Boy","Nine Inch Nails"
"Mariah Carey","Robb Bank$"
"J. Cole","Jax Jones"
"Pixies","The Chainsmokers"
"Ife Alaba","Truck Stop"
"SZA","Sonny Rollins"
"Underground Hop","Whigfield"
"Asake","KiDi"
"Faithless","J. Cole"
"Becca","Earth, Wind & Fire"
"Ike & Tina Turner","Peter Gabriel"
"Brint★Hop","Marvin Gaye"
"Kid Cudi","Lil Durk"
"SD The God","The Mountain Goats"
"Faithless","Magic Juan"
"Bob Wills and His Texas Playboys","K.C Nathan"
"Hank Snow","Maphya"
"Hank Snow","Nicki Minaj"
"AC/DC","Billie Jo Spears"
"Migos","Sheylex Marvin"
"Nanky","Nat King Cole"
"Américo Gomes","Lola Beltrán"
"CKay","JAY‐Z"
"Charley Pride","Mariah Carey"
"Jeezy","Robb Bank$"
"Ivy Queen","Nick Skitz"
"Foo Fighters","Master KG"
"Kate Bush","The Supremes"
"Peng Majur","The Cure"
"Rammstein","Wilco"
"John Lee Hooker","Queen"
"Kenny Rogers","Waylon Jennings"
"Kendrick Lamar","Radiohead"
"Dean Martin","The Supremes"
"George Jones","Nick Phoenix"
"Frank Zappa","Stonebwoy"
"George Jones","Savant"
"The Smiths","Van Morrison"
"Brint★Hop","Ife Alaba"
"Yes","lamarcrescendo"
"LUCKI","Noisia"
"Ariana Grande","Magic Juan"
"Carpenters","Tryt"
"HOP-PAS","Wasteland Hop"
"Pink Floyd","Rocío Jurado"
"Magnate & Valentino","植松伸夫"
"Chris Brown","Dusty Springfield"
"AC/DC","Vivi Ndaya"
"Electric Light Orchestra","Sidney Bechet"
"Future","Hank Snow"
"Deep Purple","Rod Wave"
"Crayon","Michael Jackson"
"Emmylou Harris","Rush"
"Dua Lipa","Fats Domino"
"Erasure","Pink Floyd"
"Grupo Niche","J Álvarez"
"D’Prince","Phats & Small"
"Paramore","The Cure"
"Lil B","The E Street Band"
"Tayc","The Mountain Goats"
"Grateful Dead","Kraftwerk"
"Kylie Minogue","Los Tigres del Norte"
"Eros Ramazzotti","Katy Perry"
"Latin Fresh","T.I."
"Kool Keith","Kygo"
"Metallica","Tiësto"
"2 Unlimited","Kacey Musgraves"
"HOP-VI","Nick Phoenix"
"Bruce Springsteen","Danny Boy"
"Billie Eilish","Nick Phoenix"
"Cappella","SEVENTEEN"
"Jennifer Lopez","Whitney Houston"
"HOP-VI","Savant"
"Usher","Z‐Ro"
"Arcángel","Future"
"Stevie Wonder","Tekno Miles"
"Libianca","Tom Jones"
"MC Ceja","Whitney Houston"
"Alexis & Fido","Ángel & Khriz"
"Latin Fresh","Usher"
"Kollegah","Whigfield"
"Jimi Hendrix","The Fall"
"Ed Sheeran","Jean‐Michel Jarre"
"Noisia","RXKNephew"
"Duran Duran","The Beatles"
"Cypress Hill","Louis Armstrong"
"The Fall","The Mountain Goats"
"Al Green","Miguel Bosé"
"HOP BOX","John Dahlbäck"
"Morrissey","Nick Phoenix"
"Peggy Lee","Super8 & Tab"
"Jerry Lee Lewis","Nicki Minaj"
"Foo Fighters","deadmau5"
"Kanika","T.I."
"John Dahlbäck","Miguelito"
"Arctic Monkeys","Grupo Niche"
"Farruko","Grupo Niche"
"Calvin Harris","Matt Fax"
"Burna Boy","D’Prince"
"Jiminy Hop","Money Boy"
"SEVENTEEN","Usher"
"Tame Impala","Z‐Ro"
"Big Hop","RXKNephew"
"Muse","Roy Orbison"
"BTS","NewJeans"
"Kool & the Gang","Merzbow"
"Américo Gomes","Yaga & Mackie"
"Big Hop","Hank Snow"
"Tems","WadeLen"
"Juice WRLD","Weyinmi"
"Rammstein","U2"
"Hip-Hop","Los Tigres del Norte"
"Led Zeppelin","The Platters"
"Jowell & Randy","The Supremes"
"Santana","Victony"
"Paul McCartney","植松伸夫"
"Dream Theater","Jessie J"
"Nicky Jam","[unknown]"
"Ariana Grande","Brint★Hop"
"Mo Kogun","Tori Amos"
"Agathocles","Charley Pride"
"2 Unlimited","Faithless"
"Faithless","WadeLen"
"Frank Sinatra","H.O.P."
"Don Omar","U2"
"CHXPO","Kacey Musgraves"
"Mylène Farmer","Vicente Fernández"
"Rush","Trip Hop"
"Eric Clapton","Zedd"
"Bone Thugs‐n‐Harmony","Kid Cudi"
"Phats & Small","Tito Puente"
"Bruce Springsteen","Burna Boy"
"Al Green","The Everly Brothers"
"Caetano Veloso","Coldplay"
"QWECi","Stevie Wonder"
"Johnny Mathis","Maciré Sylla"
"Dusty Springfield","Ivy Queen"
"B.B. King","David Guetta"
"Kingsmart","Rihanna"
"Blaq Major","Merzbow"
"Fryderyk Chopin","Red Hot Chili Peppers"
"Louis Armstrong","Peggy Lee"
"Lynn Anderson","Master KG"
"Camila Cabello","Pink Floyd"
"Bon Jovi","Kizz Daniel"
"Céline Dion","Slayer"
"IOSYS","Megan Thee Stallion"
"Hop Along","Karlheinz Stockhausen"
"Various Artists","[unknown]"
"Olamide","Wasteland Hop"
"Arca","Baden Powell"
"Diverje","Skrillex"
"Bobby Bare","Marillion"
"Bing Crosby","Chet Atkins"
"Charley Pride","Dream Theater"
"Kollegah","Nicki Minaj"
"Carl Perkins","Diplo"
"Azekel","Hungria Hip-Hop"
"Kanika","かめりあ"
"Kingsmart","Rx Papi"
"Kanika","Sash!"
"Daddy Yankee","P!nk"
"Fryderyk Chopin","Nicki Minaj"
"Neil Young","R.E.M."
"RXKNephew","The Beatles"
"Rema","Yemi Alade"
"Maluma","Ángel & Khriz"
"KAROL G","Tayc"
"Alice Cooper","Nkosazana Daughter"
"Dusty Springfield","Lana Del Rey"
"Bad Bunny","Drake"
"Mullar Audible TLP","Slimmz"
"Hop Trop","Martin Solveig"
"José José","Motörhead"
"James Brown","Judas Priest"
"Avicii","Santana"
"Mo Kogun","SD The God"
"Vico C","植松伸夫"
"Jennifer Lopez","Johnny Mathis"
"Marvin Gaye","植松伸夫"
"Jim Reeves","Shakira"
"SZA","Slipknot"
"J Balvin","Nat King Cole"
"Lost Frequencies","Mory Kanté"
"Arcángel","Ivy Queen"
"Brint★Hop","Elvis Presley"
"Hop","Rihanna"
"ARTY","Wiztom"
"HOP BOX","Jim Reeves"
"Britney Spears","Chuck Berry"
"Coldplay","Peter Gabriel"
"Diana Ross","I-Hop"
"Kenny Rogers","MC Ceja"
"Marilyn Manson","Trébol Clan"
"Johnny Cash","The Drifters"
"Carpenters","Don Omar"
"KISS","Megan Thee Stallion"
"Kraftwerk","Money Boy"
"Hop Trop","かめりあ"
"CHXPO","Lorentz Hop"
